,Group 1,Group 2,Correlation
0,Competitie,Conformisme,0.3452612025890616
1,Competitie,Contactbehoefte,0.2224204378062678
2,Competitie,Dominantie,0.22218663252797466
3,Competitie,Energie,0.588333974322547
4,Competitie,Frustratietolerantie,0.445143326314817
5,Competitie,Hartelijkheid,0.4822382070311694
6,Competitie,Incasseringsvermogen,0.129626108134852
7,Competitie,Nauwkeurigheid,0.5522431490360104
8,Competitie,Onafhankelijkheid,-0.06709370881091742
9,Competitie,Ordelijkheid,0.5358834499310281
10,Competitie,Originaliteit,0.12181142764120505
11,Competitie,Positivisme,0.506501760123238
12,Competitie,Regelmaat,0.05487592690881044
13,Competitie,Sociaal Ontspannen,0.3865548303423068
14,Competitie,Status,0.585236046527935
15,Competitie,Variatiebehoefte,0.34265274903703863
16,Competitie,Vertrouwen,0.015178926821148252
17,Competitie,Volharding,0.4555376695397405
18,Competitie,Weloverwogen,0.20066416332413978
19,Competitie,Zelfonthulling,-0.5329794604413863
20,Competitie,Zelfontwikkeling,0.23710909914093067
21,Competitie,Zelfvertoon,0.271393923494499
22,Competitie,Zelfvertrouwen,0.2365689474849831
23,Competitie,Zorgzaamheid,0.10249622080229072
24,Conformisme,Contactbehoefte,0.22577720678311666
25,Conformisme,Dominantie,0.01189715644354497
26,Conformisme,Energie,0.42300359994310166
27,Conformisme,Frustratietolerantie,0.6525282395791585
28,Conformisme,Hartelijkheid,0.5890383127065382
29,Conformisme,Incasseringsvermogen,0.41515284546627307
30,Conformisme,Nauwkeurigheid,0.2659489427040307
31,Conformisme,Onafhankelijkheid,-0.6108006421087137
32,Conformisme,Ordelijkheid,0.156187946127077
33,Conformisme,Originaliteit,-0.021383554499962428
34,Conformisme,Positivisme,0.6691858244715858
35,Conformisme,Regelmaat,-0.07358816435359251
36,Conformisme,Sociaal Ontspannen,0.2833793594154207
37,Conformisme,Status,0.38620789851444237
38,Conformisme,Variatiebehoefte,0.384450090938655
39,Conformisme,Vertrouwen,0.37676841431469554
40,Conformisme,Volharding,0.4997804181707851
41,Conformisme,Weloverwogen,0.19125921305936244
42,Conformisme,Zelfonthulling,0.11476717210243591
43,Conformisme,Zelfontwikkeling,0.3825470575147714
44,Conformisme,Zelfvertoon,-0.0053927361309409555
45,Conformisme,Zelfvertrouwen,0.2965202233520255
46,Conformisme,Zorgzaamheid,0.3303141475593793
47,Contactbehoefte,Dominantie,0.4817625273341243
48,Contactbehoefte,Energie,0.6919785866576739
49,Contactbehoefte,Frustratietolerantie,0.2271684498057685
50,Contactbehoefte,Hartelijkheid,0.7418228672623224
51,Contactbehoefte,Incasseringsvermogen,0.2141764684390597
52,Contactbehoefte,Nauwkeurigheid,0.016177528841526338
53,Contactbehoefte,Onafhankelijkheid,-0.2936017116188225
54,Contactbehoefte,Ordelijkheid,0.4533198148378556
55,Contactbehoefte,Originaliteit,-0.001201437201819428
56,Contactbehoefte,Positivisme,0.4770494636469699
57,Contactbehoefte,Regelmaat,-0.2590235189306047
58,Contactbehoefte,Sociaal Ontspannen,0.6781848591259867
59,Contactbehoefte,Status,0.3756293856271316
60,Contactbehoefte,Variatiebehoefte,0.5452986300198901
61,Contactbehoefte,Vertrouwen,0.31146803645223403
62,Contactbehoefte,Volharding,0.3855176431903074
63,Contactbehoefte,Weloverwogen,0.02804228224858032
64,Contactbehoefte,Zelfonthulling,0.21285833706875387
65,Contactbehoefte,Zelfontwikkeling,0.1339300661921158
66,Contactbehoefte,Zelfvertoon,0.46181417129540137
67,Contactbehoefte,Zelfvertrouwen,0.46462542818433084
68,Contactbehoefte,Zorgzaamheid,0.5451146786168626
69,Dominantie,Energie,0.5085629846661285
70,Dominantie,Frustratietolerantie,0.25887923321489076
71,Dominantie,Hartelijkheid,0.5084518016022346
72,Dominantie,Incasseringsvermogen,0.5622278005486913
73,Dominantie,Nauwkeurigheid,-0.1871376804302178
74,Dominantie,Onafhankelijkheid,0.4638137835360011
75,Dominantie,Ordelijkheid,0.08453017609750692
76,Dominantie,Originaliteit,0.27466203886865326
77,Dominantie,Positivisme,0.275648002920868
78,Dominantie,Regelmaat,-0.25339092476768754
79,Dominantie,Sociaal Ontspannen,0.629193398666369
80,Dominantie,Status,0.16990534973582339
81,Dominantie,Variatiebehoefte,0.5434953992494088
82,Dominantie,Vertrouwen,-0.011480242749785992
83,Dominantie,Volharding,0.32444719801168886
84,Dominantie,Weloverwogen,-0.13224335577160723
85,Dominantie,Zelfonthulling,0.054104744459296965
86,Dominantie,Zelfontwikkeling,-0.0426780633570583
87,Dominantie,Zelfvertoon,0.8131510266239971
88,Dominantie,Zelfvertrouwen,0.6545835987316944
89,Dominantie,Zorgzaamheid,0.171893333679948
90,Energie,Frustratietolerantie,0.6876637213811533
91,Energie,Hartelijkheid,0.8239835306227485
92,Energie,Incasseringsvermogen,0.4552934471601021
93,Energie,Nauwkeurigheid,0.4362379507997623
94,Energie,Onafhankelijkheid,-0.02734354796953286
95,Energie,Ordelijkheid,0.6824933109172632
96,Energie,Originaliteit,0.29983680006964414
97,Energie,Positivisme,0.7012377316770769
98,Energie,Regelmaat,-0.25797365407326267
99,Energie,Sociaal Ontspannen,0.7541988608102069
100,Energie,Status,0.4486792999443776
101,Energie,Variatiebehoefte,0.6996202863874397
102,Energie,Vertrouwen,0.40555817905732655
103,Energie,Volharding,0.7204819111200211
104,Energie,Weloverwogen,0.42790089421065375
105,Energie,Zelfonthulling,0.04237512427537275
106,Energie,Zelfontwikkeling,0.6041058247880655
107,Energie,Zelfvertoon,0.4287093036637403
108,Energie,Zelfvertrouwen,0.6221358242094801
109,Energie,Zorgzaamheid,0.5450569903321106
110,Frustratietolerantie,Hartelijkheid,0.6948886400567097
111,Frustratietolerantie,Incasseringsvermogen,0.6062241715462847
112,Frustratietolerantie,Nauwkeurigheid,0.45665577846711913
113,Frustratietolerantie,Onafhankelijkheid,-0.1938767768641518
114,Frustratietolerantie,Ordelijkheid,0.3492677365678499
115,Frustratietolerantie,Originaliteit,0.4760253313348483
116,Frustratietolerantie,Positivisme,0.7759042116084316
117,Frustratietolerantie,Regelmaat,-0.20221398138741273
118,Frustratietolerantie,Sociaal Ontspannen,0.5419490000232088
119,Frustratietolerantie,Status,0.2512690551498932
120,Frustratietolerantie,Variatiebehoefte,0.5956913049903628
121,Frustratietolerantie,Vertrouwen,0.40079768278181366
122,Frustratietolerantie,Volharding,0.5478012476223032
123,Frustratietolerantie,Weloverwogen,0.5554920598635309
124,Frustratietolerantie,Zelfonthulling,0.20664981189730483
